taxon_name,taxon_name_acc,species_name_acc,list,comments,taxon_type,taxon_acc_type,source_note,taxon_name_with_author,taxonomic_source,taxonomic_status,taxonomic_reference_id,num_taxonomic_sources,collections_only,reference_only,,,,,,,,,,,,
Quercus arkansana,Quercus arkansana,Quercus arkansana,desiderata,NA,species,species,NA,Quercus arkansana Sarg.,"ipni, itis, tpl","accepted,no opinion","19293,kew-171657,215554-2",3,N,N,,,,,,,,,,,,
Quercus austrina,Quercus austrina,Quercus austrina,desiderata,NA,species,species,NA,Quercus austrina Small,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","195163,kew-171701,13100333,215560-2,http://www.tropicos.org/Name/13100333",5,N,N,,,,,,,,,,,,
Quercus baronii,Quercus baronii,Quercus baronii,desiderata,NA,species,species,NA,Quercus baronii Skan,"ipni, tpl","accepted,no opinion","kew-171746,295845-1",2,N,N,,,,,,,,,,,,
Quercus bicolor,Quercus bicolor,Quercus bicolor,desiderata,NA,species,species,NA,Quercus bicolor Willd.,"ipni, itis, tnrs, tpl","accepted,no opinion","19300,kew-171779,295855-1,http://www.tropicos.org/Name/13100038",4,N,N,,,,,,,,,,,,
Quercus boyntonii,Quercus boyntonii,Quercus boyntonii,desiderata,NA,species,species,NA,Quercus boyntonii Beadle,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","195166,kew-171832,13100291,215595-2,http://www.tropicos.org/Name/13100291",5,N,N,,,,,,,,,,,,
Quercus brantii,Quercus brantii,Quercus brantii,desiderata,NA,species,species,NA,Quercus brantii Lindl.,"ipni, itis, tpl","accepted,no opinion","506533,kew-171850,295874-1",3,N,N,,,,,,,,,,,,
Quercus buckleyi,Quercus buckleyi,Quercus buckleyi,desiderata,NA,species,species,NA,Quercus buckleyi Nixon & Dorr,"itis, tnrs, tpl, tropicos","accepted,no opinion","195168,kew-171890,13100234,http://www.tropicos.org/Name/13100234",4,N,N,,,,,,,,,,,,
Quercus canbyi,Quercus canbyi,Quercus canbyi,desiderata,NA,species,species,NA,Quercus canbyi Trel.,"ipni, tpl, tropicos","accepted,no opinion","13100459,kew-171957,215619-2",3,Y,N,,,,,,,,,,,,
Quercus castaneifolia,Quercus castaneifolia,Quercus castaneifolia,desiderata,NA,species,species,NA,Quercus castaneifolia C. A. Mey.,"ipni, tpl, tropicos","accepted,no opinion","13100410,kew-172010,295924-1",3,N,N,,,,,,,,,,,,
Quercus cerris,Quercus cerris,Quercus cerris,desiderata,NA,species,species,NA,Quercus cerris L.,"ipni, itis, tpl","accepted,no opinion","506534,kew-172055,295941-1",3,N,N,,,,,,,,,,,,
Quercus chapmanii,Quercus chapmanii,Quercus chapmanii,desiderata,NA,species,species,NA,Quercus chapmanii Sarg.,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","19310,kew-172111,13100048,215651-2,http://www.tropicos.org/Name/13100048",5,N,N,,,,,,,,,,,,
Quercus chenii,Quercus chenii,Quercus chenii,desiderata,NA,species,species,NA,Quercus chenii Nakai,"ipni, itis, tnrs, tpl","accepted,no opinion","845166,kew-172115,359487-1,http://www.tropicos.org/Name/13100449",4,N,N,,,,,,,,,,,,
Quercus chrysolepis,Quercus chrysolepis,Quercus chrysolepis,desiderata,NA,species,species,NA,Quercus chrysolepis Liebm.,"ipni, itis, tnrs, tpl","accepted,no opinion","19312,kew-172147,295951-1,http://www.tropicos.org/Name/13100050",4,Y,N,,,,,,,,,,,,
Quercus coccifera,Quercus coccifera,Quercus coccifera,desiderata,NA,species,species,NA,Quercus coccifera L.,"ipni, tpl","accepted,no opinion","kew-172199,295963-1",2,N,N,,,,,,,,,,,,
Quercus cocciferoides,Quercus cocciferoides,Quercus cocciferoides,desiderata,NA,species,species,NA,Quercus cocciferoides Hand. -Mazz.,"ipni, tpl","accepted,no opinion","kew-172240,359508-1",2,N,N,,,,,,,,,,,,
Quercus coccinea,Quercus coccinea,Quercus coccinea,desiderata,NA,species,species,NA,Quercus coccinea Munchh.,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","13100053,19288,kew-172244,359510-1,http://www.tropicos.org/Name/13100053",5,N,N,,,,,,,,,,,,
Quercus dalechampii,Quercus dalechampii,Quercus dalechampii,desiderata,NA,species,species,NA,Quercus dalechampii Ten.,"ipni, tpl","accepted,no opinion","kew-172411,296037-1",2,N,N,,,,,,,,,,,,
Quercus delavayi,Quercus delavayi,Quercus delavayi,desiderata,NA,species,species,NA,Quercus delavayi Franch.,"ipni, tpl, tropicos","accepted,no opinion","kew-172448,13101323,296047-1",3,N,N,,,,,,,,,,,,
Quercus dentata,Quercus dentata,Quercus dentata,desiderata,NA,species,species,NA,Quercus dentata Thunb.,"ipni, itis, tnrs, tpl","accepted,no opinion","845167,kew-172460,296050-1,359564-1,927479-1,http://www.tropicos.org/Name/13100187",4,N,N,,,,,,,,,,,,
Quercus douglasii,Quercus douglasii,Quercus douglasii,desiderata,NA,species,species,NA,Quercus douglasii Hook. & Arn.,"ipni, itis, tpl","accepted,no opinion","19322,kew-172538,296074-1",3,Y,N,,,,,,,,,,,,
Quercus ellipsoidalis,Quercus ellipsoidalis,Quercus ellipsoidalis,desiderata,NA,species,species,NA,Quercus ellipsoidalis E. J. Hill,"ipni, itis, tnrs, tpl","accepted,no opinion","19327,kew-172621,215810-2,http://www.tropicos.org/Name/13100269",4,N,N,,,,,,,,,,,,
Quercus emoryi,Quercus emoryi,Quercus emoryi,desiderata,NA,species,species,NA,Quercus emoryi Torr.,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","13100298,19328,kew-172635,306491-2,http://www.tropicos.org/Name/13100298",5,Y,N,,,,,,,,,,,,
Quercus fabri,Quercus fabri,Quercus fabri,desiderata,"As ""fabri"" in Flora of China, though faberi also used",species,species,NA,Quercus fabri Hance,ipni,no opinion,296125-1,1,N,N,,,,,,,,,,,,
Quercus falcata,Quercus falcata,Quercus falcata,desiderata,NA,species,species,NA,Quercus falcata Michx.,"ipni, itis, tpl","accepted,no opinion","19277,kew-172729,215831-2",3,N,N,,,,,,,,,,,,
Quercus frainetto,Quercus frainetto,Quercus frainetto,desiderata,NA,species,species,NA,Quercus frainetto Ten.,"ipni, itis, tpl","accepted,no opinion","506535,kew-172804,296162-1,927594-1",3,N,N,,,,,,,,,,,,
Quercus franchetii,Quercus franchetii,Quercus franchetii,desiderata,NA,species,species,NA,Quercus franchetii Skan,"ipni, tpl, tropicos","accepted,no opinion","kew-172814,13101463,296163-1",3,Y,N,,,,,,,,,,,,
Quercus fusiformis,Quercus fusiformis,Quercus fusiformis,desiderata,NA,species,species,NA,Quercus fusiformis Small,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","195175,kew-172837,13100297,215854-2,http://www.tropicos.org/Name/13100297",5,N,N,,,,,,,,,,,,
Quercus gambellii,Quercus gambellii,Quercus gambellii,desiderata,NA,species,species,NA,Quercus gambellii Liebm.,"ipni, tropicos",no opinion,"50164572,296174-1",2,N,N,,,,,,,,,,,,
Quercus garryana,Quercus garryana,Quercus garryana,desiderata,NA,species,species,NA,Quercus garryana Douglas ex Hook.,"ipni, itis, tpl","accepted,no opinion","19340,kew-172855,296175-1",3,N,N,,,,,,,,,,,,
Quercus geminata,Quercus geminata,Quercus geminata,desiderata,NA,species,species,NA,Quercus geminata Small,"ipni, itis, tpl","accepted,no opinion","195176,kew-172866,215869-2",3,N,N,,,,,,,,,,,,
Quercus georgiana,Quercus georgiana,Quercus georgiana,desiderata,NA,species,species,NA,Quercus georgiana M. A. Curtis,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","19341,kew-172875,13100065,296181-1,http://www.tropicos.org/Name/13100065",5,N,N,,,,,,,,,,,,
Quercus grisea,Quercus grisea,Quercus grisea,desiderata,NA,species,species,NA,Quercus grisea Liebm.,"ipni, itis, tpl","accepted,no opinion","19347,kew-172998,296221-1",3,Y,N,,,,,,,,,,,,
Quercus hartwissiana,Quercus hartwissiana,Quercus hartwissiana,desiderata,NA,species,species,NA,Quercus hartwissiana Steven,"ipni, tpl","accepted,no opinion","kew-173033,296236-1",2,N,N,,,,,,,,,,,,
Quercus havardii,Quercus havardii,Quercus havardii,desiderata,NA,species,species,NA,Quercus havardii Rydb.,"ipni, itis, tnrs, tpl","accepted,no opinion","504711,kew-173041,215914-2,http://www.tropicos.org/Name/13100075",4,N,N,,,,,,,,,,,,
Quercus hemisphaerica,Quercus hemisphaerica,Quercus hemisphaerica,desiderata,NA,species,species,NA,Quercus hemisphaerica Bartram ex Willd.,"itis, tpl",accepted,"195108,kew-173053",2,N,N,,,,,,,,,,,,
Quercus ilicifolia,Quercus ilicifolia,Quercus ilicifolia,desiderata,NA,species,species,NA,Quercus ilicifolia Wangenh.,"ipni, itis, tnrs, tpl","accepted,no opinion","19358,kew-173293,296293-1,http://www.tropicos.org/Name/13100082",4,N,N,,,,,,,,,,,,
Quercus imbricaria,Quercus imbricaria,Quercus imbricaria,desiderata,NA,species,species,NA,Quercus imbricaria Michx.,"ipni, itis, tpl, tropicos","accepted,no opinion","13100083,19359,kew-173302,296296-1",4,N,N,,,,,,,,,,,,
Quercus incana,Quercus incana,Quercus incana,desiderata,NA,species,species,NA,Quercus incana Bartram,tpl,accepted,kew-173316,1,N,N,,,,,,,,,,,,
Quercus inopina,Quercus inopina,Quercus inopina,desiderata,NA,species,species,NA,Quercus inopina Ashe,"ipni, itis, tpl, tropicos","accepted,no opinion","195178,kew-173352,13100471,215949-2",4,Y,N,,,,,,,,,,,,
Quercus invaginata,Quercus invaginata,Quercus invaginata,desiderata,NA,species,species,NA,Quercus invaginata Trel.,"ipni, tnrs, tpl","accepted,no opinion","kew-173376,215959-2,http://www.tropicos.org/Name/50009530",3,Y,N,,,,,,,,,,,,
Quercus john-tuckeri,Quercus john-tuckeri,Quercus john-tuckeri,desiderata,NA,species,species,NA,Quercus john-tuckeri Nixon & C. H. Mull.,"ipni, itis, tpl, tropicos","accepted,no opinion","507262,kew-173406,13100528,980722-1",4,Y,N,,,,,,,,,,,,
Quercus kelloggii,Quercus kelloggii,Quercus kelloggii,desiderata,NA,species,species,NA,Quercus kelloggii Newb.,"ipni, tnrs, tpl","accepted,no opinion","kew-173428,296332-1,http://www.tropicos.org/Name/13100090",3,N,N,,,,,,,,,,,,
Quercus laeta,Quercus laeta,Quercus laeta,desiderata,NA,species,species,NA,Quercus laeta Liebm.,"ipni, tnrs, tpl","accepted,no opinion","kew-173476,215971-2,http://www.tropicos.org/Name/50004685",3,Y,N,,,,,,,,,,,,
Quercus laevis,Quercus laevis,Quercus laevis,desiderata,NA,species,species,NA,Quercus laevis Walter,"ipni, itis, tnrs, tpl","accepted,no opinion","19367,kew-173479,296349-1,http://www.tropicos.org/Name/13100091",4,N,N,,,,,,,,,,,,
Quercus laurifolia,Quercus laurifolia,Quercus laurifolia,desiderata,NA,species,species,NA,Quercus laurifolia Michx.,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","13100092,19368,kew-173587,296368-1,http://www.tropicos.org/Name/13100092",5,N,N,,,,,,,,,,,,
Quercus libani,Quercus libani,Quercus libani,desiderata,NA,species,species,NA,Quercus libani G. Olivier,tpl,accepted,kew-173640,1,N,N,,,,,,,,,,,,
Quercus lobata,Quercus lobata,Quercus lobata,desiderata,NA,species,species,NA,Quercus lobata Nee,"ipni, itis, tnrs, tpl","accepted,no opinion","19370,kew-173674,296396-1,http://www.tropicos.org/Name/13100094",4,N,N,,,,,,,,,,,,
Quercus lusitanica,Quercus lusitanica,Quercus lusitanica,desiderata,NA,species,species,NA,Quercus lusitanica Lam.,"ipni, tpl","accepted,no opinion","kew-173732,296413-1",2,Y,N,,,,,,,,,,,,
Quercus lyrata,Quercus lyrata,Quercus lyrata,desiderata,NA,species,species,NA,Quercus lyrata Walter,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","13100096,19278,kew-173795,324855-2,http://www.tropicos.org/Name/13100096",5,N,N,,,,,,,,,,,,
Quercus macranthera,Quercus macranthera,Quercus macranthera,desiderata,NA,species,species,NA,Quercus macranthera Fisch. & C. A. Mey. ex Hohen.,tpl,accepted,kew-173810,1,N,N,,,,,,,,,,,,
Quercus macrocarpa,Quercus macrocarpa,Quercus macrocarpa,desiderata,NA,species,species,NA,Quercus macrocarpa Michx.,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","13100002,19287,kew-173817,296423-1,30014114-2,http://www.tropicos.org/Name/13100002",5,N,N,,,,,,,,,,,,
Quercus margarettae,Quercus margarettae,Quercus margarettae,desiderata,NA,species,species,NA,Quercus margarettae (Ashe) Small,"ipni, itis, tpl","accepted,no opinion","195192,kew-173863,216046-2",3,N,N,,,,,,,,,,,,
Quercus michauxii,Quercus michauxii,Quercus michauxii,desiderata,NA,species,species,NA,Quercus michauxii Nutt.,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","13100102,19279,kew-173929,216073-2,http://www.tropicos.org/Name/13100102",5,N,N,,,,,,,,,,,,
Quercus minima,Quercus minima,Quercus minima,desiderata,NA,species,species,NA,Quercus minima (Sarg.) Small,"itis, tnrs, tpl","accepted,no opinion","19377,kew-173948,http://www.tropicos.org/Name/13101607",3,N,N,,,,,,,,,,,,
Quercus mohriana,Quercus mohriana,Quercus mohriana,desiderata,NA,species,species,NA,Quercus mohriana Buckley ex Rydb.,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","19378,kew-173976,13100104,284112-2,http://www.tropicos.org/Name/13100104",5,Y,N,,,,,,,,,,,,
Quercus mongolica,Quercus mongolica,Quercus mongolica,desiderata,NA,species,species,NA,Quercus mongolica Fisch. ex Ledeb.,"itis, tnrs, tpl","accepted,no opinion","845164,kew-173983,http://www.tropicos.org/Name/13100007",3,N,N,,,,,,,,,,,,
Quercus montana,Quercus montana,Quercus montana,desiderata,NA,species,species,NA,Quercus montana Willd.,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","19379,kew-174002,13100105,296471-1,http://www.tropicos.org/Name/13100105",5,N,N,,,,,,,,,,,,
Quercus muehlenbergii,Quercus muehlenbergii,Quercus muehlenbergii,desiderata,NA,species,species,NA,Quercus muehlenbergii Engelm.,"ipni, itis, tnrs, tpl","accepted,no opinion","504714,kew-174020,30336647-2,http://www.tropicos.org/Name/13100108",4,N,N,,,,,,,,,,,,
Quercus multinervis,Quercus multinervis,Quercus multinervis,desiderata,NA,species,species,NA,Quercus multinervis (W. C. Cheng & T. Hong) Govaerts,"ipni, tpl","accepted,no opinion","kew-174028,1001749-1",2,Y,N,,,,,,,,,,,,
Quercus myrsinifolia,Quercus myrsinifolia,Quercus myrsinifolia,desiderata,Sometimes as Quercus myrsinaefolia (or Cyclobalanopsis),species,species,NA,Quercus myrsinifolia Blume,"itis, tpl","accepted,rejected","kew-174036,845175",2,N,N,,,,,,,,,,,,
Quercus oglethorpensis,Quercus oglethorpensis,Quercus oglethorpensis,desiderata,NA,species,species,NA,Quercus oglethorpensis W. H. Duncan,"ipni, itis, tpl, tropicos","accepted,no opinion","19391,kew-174176,13100347,216160-2",4,N,N,,,,,,,,,,,,
Quercus pagoda,Quercus pagoda,Quercus pagoda,desiderata,NA,species,species,NA,Quercus pagoda Raf.,"ipni, itis, tpl","accepted,no opinion","195195,kew-174226,296550-1",3,N,N,,,,,,,,,,,,
Quercus palmeri,Quercus palmeri,Quercus palmeri,desiderata,NA,species,species,NA,Quercus palmeri Engelm.,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion,synonym","50005053,195082,kew-174238,296557-1,http://www.tropicos.org/Name/50005053,13100197",5,Y,N,,,,,,,,,,,,
Quercus palustris,Quercus palustris,Quercus palustris,desiderata,NA,species,species,NA,Quercus palustris Munchh.,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","13100212,19281,kew-174242,359933-1,http://www.tropicos.org/Name/13100212",5,N,N,,,,,,,,,,,,
Quercus phellos,Quercus phellos,Quercus phellos,desiderata,NA,species,species,NA,Quercus phellos L.,"ipni, itis, tpl, tropicos","accepted,no opinion","13100284,19282,kew-174411,284113-2",4,N,N,,,,,,,,,,,,
Quercus phillyreoides,Quercus phillyreoides,Quercus phillyreoides,desiderata,NA,species,species,NA,Quercus phillyreoides A. Gray,"ipni, tpl","accepted,no opinion","kew-174430,296588-1",2,N,N,,,,,,,,,,,,
Quercus pontica,Quercus pontica,Quercus pontica,desiderata,NA,species,species,NA,Quercus pontica K. Koch,"ipni, tpl","accepted,no opinion","kew-174502,296610-1",2,N,N,,,,,,,,,,,,
Quercus prinoides,Quercus prinoides,Quercus prinoides,desiderata,NA,species,species,NA,Quercus prinoides Willd.,"ipni, itis, tnrs, tpl","accepted,no opinion","19397,kew-174518,296615-1,http://www.tropicos.org/Name/13100213",4,N,N,,,,,,,,,,,,
Quercus pubescens,Quercus pubescens,Quercus pubescens,desiderata,NA,species,species,NA,Quercus pubescens Willd.,"ipni, tpl, tropicos","accepted,no opinion","13100008,kew-174591,326376-2",3,N,N,,,,,,,,,,,,
Quercus pumila,Quercus pumila,Quercus pumila,desiderata,"Global Tree Search Listed as syn of Quercus ilicifolia, but this likely in error?",species,species,NA,Quercus pumila Walter,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","13100329,195183,kew-174624,296643-1,http://www.tropicos.org/Name/13100329",5,N,N,,,,,,,,,,,,
Quercus pyrenaica,Quercus pyrenaica,Quercus pyrenaica,desiderata,NA,species,species,NA,Quercus pyrenaica Willd.,"ipni, tpl","accepted,no opinion","kew-174637,296652-1",2,N,N,,,,,,,,,,,,
Quercus rubra,Quercus rubra,Quercus rubra,desiderata,NA,species,species,NA,Quercus rubra L.,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","13100118,19408,kew-174902,296701-1,http://www.tropicos.org/Name/13100118",5,N,N,,,,,,,,,,,,
Quercus rugosa,Quercus rugosa,Quercus rugosa,desiderata,NA,species,species,NA,Quercus rugosa Nee,"ipni, itis, tpl","accepted,no opinion","19410,kew-174935,216359-2",3,Y,N,,,,,,,,,,,,
Quercus sadleriana,Quercus sadleriana,Quercus sadleriana,desiderata,NA,species,species,NA,Quercus sadleriana R. Br. ter,"ipni, itis, tpl, tropicos","accepted,no opinion","19412,kew-174947,13100122,296712-1",4,N,N,,,,,,,,,,,,
Quercus schottkyana,Quercus schottkyana,Quercus schottkyana,desiderata,NA,species,species,NA,Quercus schottkyana Rehder & E. H. Wilson,"ipni, tpl, tropicos","accepted,no opinion","kew-174993,13101327,77176888-1",3,Y,N,,,,,,,,,,,,
Quercus serrata,Quercus serrata,Quercus serrata,desiderata,NA,species,species,NA,Quercus serrata Murray,"ipni, itis, tpl","accepted,no opinion","845169,kew-175048,60444831-2",3,N,N,,,,,,,,,,,,
Quercus similis,Quercus similis,Quercus similis,desiderata,NA,species,species,NA,Quercus similis Ashe,"ipni, itis, tpl, tropicos","accepted,no opinion","195184,kew-175172,13100290,297812-2",4,N,N,,,,,,,,,,,,
Quercus stellata,Quercus stellata,Quercus stellata,desiderata,NA,species,species,NA,Quercus stellata Wangenh.,"ipni, itis, tnrs, tpl","accepted,no opinion","19422,kew-175243,216416-2,296775-1,http://www.tropicos.org/Name/13100132",4,N,N,,,,,,,,,,,,
Quercus texana,Quercus texana,Quercus texana,desiderata,NA,species,species,NA,Quercus texana Buckley,"ipni, itis, tpl, tropicos","accepted,no opinion","13100299,195188,kew-175464,216465-2,296822-1",4,N,N,,,,,,,,,,,,
Quercus trojana,Quercus trojana,Quercus trojana,desiderata,NA,species,species,NA,Quercus trojana Webb,"ipni, tpl","accepted,no opinion","kew-175571,296857-1",2,N,N,,,,,,,,,,,,
Quercus turbinella,Quercus turbinella,Quercus turbinella,desiderata,NA,species,species,NA,Quercus turbinella Greene,"ipni, itis, tnrs, tpl","accepted,no opinion","19440,kew-175590,216515-2,296867-1,http://www.tropicos.org/Name/13100149",4,Y,N,,,,,,,,,,,,
